Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
LIONEL MESSI,17/18,LALIGA,10,2017-10-28,A,FC BARCELONA,ATHLETIC BILBAO,0:02,SS,37,0:01,LEFT-FOOTED SHOT,JORDI ALBA
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-11-01,A,REAL MADRID,TOTTENHAM HOTSPUR,3:01,LW,80,3:01,RIGHT-FOOTED SHOT,BORJA MAYORAL
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-11-21,A,REAL MADRID,APOEL NICOSIA,0:06,LW,49,0:05,HEADER,MARCELO
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-11-21,A,REAL MADRID,APOEL NICOSIA,0:06,LW,54,0:06,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,17/18,LALIGA,13,2017-11-25,H,REAL MADRID,MALAGA CF,3:02,CF,76,3:02,PENALTY REBOUND,OTHER
LIONEL MESSI,17/18,LALIGA,14,2017-12-02,H,FC BARCELONA,CELTA DE VIGO,2:02,SS,22,1:01,LEFT-FOOTED SHOT,PAULINHO
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-12-06,H,REAL MADRID,BORUSSIA DORTMUND,3:02,LW,12,2:00,RIGHT-FOOTED SHOT,MATEO KOVACIC
CRISTIANO RONALDO,17/18,LALIGA,15,2017-12-09,H,REAL MADRID,SEVILLA FC,5:00,CF,31,3:00,PENALTY,OTHER
CRISTIANO RONALDO,17/18,LALIGA,15,2017-12-09,H,REAL MADRID,SEVILLA FC,5:00,CF,23,2:00,RIGHT-FOOTED SHOT,MARCO ASENSIO
LIONEL MESSI,17/18,LALIGA,15,2017-12-10,A,FC BARCELONA,VILLARREAL CF,0:02,RW,83,0:02,LEFT-FOOTED SHOT,SERGIO BUSQUETS
CRISTIANO RONALDO,17/18,FIFA CLUB WORLD CUP,SEMI-FINALS,2017-12-13,A,REAL MADRID,AL-JAZIRA (ABU DHABI),1:02,LW,53,1:01,RIGHT-FOOTED SHOT,LUKA MODRIC
CRISTIANO RONALDO,17/18,FIFA CLUB WORLD CUP,FINAL,2017-12-16,H,REAL MADRID,GR̻MIO FOOT-BALL PORTO ALEGRENSE,1:00,LW,53,1:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,17/18,LALIGA,17,2017-12-23,A,FC BARCELONA,REAL MADRID,0:03,SS,64,0:02,PENALTY,OTHER
LIONEL MESSI,17/18,LALIGA,18,2018-01-07,H,FC BARCELONA,LEVANTE UD,3:00,SS,12,1:00,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,17/18,COPA DEL REY,LAST 16,2018-01-11,H,FC BARCELONA,CELTA DE VIGO,5:00,SS,15,2:00,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,17/18,COPA DEL REY,LAST 16,2018-01-11,H,FC BARCELONA,CELTA DE VIGO,5:00,SS,13,1:00,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,17/18,LALIGA,19,2018-01-14,A,FC BARCELONA,REAL SOCIEDAD,2:04,SS,85,2:04,DIRECT FREE KICK,OTHER
LIONEL MESSI,17/18,LALIGA,20,2018-01-21,A,FC BARCELONA,REAL BETIS BALOMPIE,0:05,SS,80,0:04,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,17/18,LALIGA,20,2018-01-21,H,REAL MADRID,DEPORTIVO DE LA CORU̱A,7:01,LW,84,6:01,HEADER,LUCAS VAZQUEZ
CRISTIANO RONALDO,17/18,LALIGA,20,2018-01-21,H,REAL MADRID,DEPORTIVO DE LA CORU̱A,7:01,LW,78,5:01,LEFT-FOOTED SHOT,CASEMIRO
LIONEL MESSI,17/18,LALIGA,20,2018-01-21,A,FC BARCELONA,REAL BETIS BALOMPIE,0:05,SS,64,0:02,LEFT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,17/18,COPA DEL REY,QUARTER-FINALS,2018-01-25,H,FC BARCELONA,RCD ESPANYOL BARCELONA,2:00,SS,25,2:00,DEFLECTED SHOT ON GOAL,OTHER
CRISTIANO RONALDO,17/18,LALIGA,21,2018-01-27,A,REAL MADRID,VALENCIA CF,1:04,LW,38,0:02,PENALTY,OTHER
CRISTIANO RONALDO,17/18,LALIGA,21,2018-01-27,A,REAL MADRID,VALENCIA CF,1:04,LW,16,0:01,PENALTY,OTHER
LIONEL MESSI,17/18,LALIGA,21,2018-01-28,H,FC BARCELONA,DEPORTIVO ALAVES,2:01,SS,84,2:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,17/18,LALIGA,23,2018-02-10,H,REAL MADRID,REAL SOCIEDAD,5:02,CF,80,5:01,TAP-IN,OTHER
CRISTIANO RONALDO,17/18,LALIGA,23,2018-02-10,H,REAL MADRID,REAL SOCIEDAD,5:02,CF,37,4:00,HEADER,LUKA MODRIC
CRISTIANO RONALDO,17/18,LALIGA,23,2018-02-10,H,REAL MADRID,REAL SOCIEDAD,5:02,CF,27,2:00,RIGHT-FOOTED SHOT,MARCELO
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,LAST 16,2018-02-14,H,REAL MADRID,PARIS SAINT-GERMAIN,3:01,LW,45,1:01,PENALTY,OTHER
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,LAST 16,2018-02-14,H,REAL MADRID,PARIS SAINT-GERMAIN,3:01,LW,83,2:01,TAP-IN,OTHER
CRISTIANO RONALDO,17/18,LALIGA,24,2018-02-18,A,REAL MADRID,REAL BETIS BALOMPIE,3:05,CF,65,2:04,RIGHT-FOOTED SHOT,CASEMIRO
LIONEL MESSI,17/18,UEFA CHAMPIONS LEAGUE,LAST 16,2018-02-20,A,FC BARCELONA,CHELSEA FC,1:01,SS,75,1:01,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,17/18,LALIGA,25,2018-02-24,H,REAL MADRID,DEPORTIVO ALAVES,4:00,CF,44,1:00,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,17/18,LALIGA,25,2018-02-24,H,REAL MADRID,DEPORTIVO ALAVES,4:00,CF,61,3:00,RIGHT-FOOTED SHOT,LUCAS VAZQUEZ
LIONEL MESSI,17/18,LALIGA,25,2018-02-24,H,FC BARCELONA,GIRONA FC,6:01,SS,36,3:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,17/18,LALIGA,25,2018-02-24,H,FC BARCELONA,GIRONA FC,6:01,SS,30,2:01,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,17/18,LALIGA,26,2018-03-01,A,FC BARCELONA,UD LAS PALMAS,1:01,SS,21,0:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,17/18,LALIGA,27,2018-03-03,H,REAL MADRID,GETAFE CF,3:01,CF,45+1,2:00,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,17/18,LALIGA,27,2018-03-03,H,REAL MADRID,GETAFE CF,3:01,CF,78,3:01,HEADER,MARCELO
LIONEL MESSI,17/18,LALIGA,27,2018-03-04,H,FC BARCELONA,ATLETICO DE MADRID,1:00,SS,26,1:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,LAST 16,2018-03-06,A,REAL MADRID,PARIS SAINT-GERMAIN,1:02,CF,51,0:01,HEADER,LUCAS VAZQUEZ
CRISTIANO RONALDO,17/18,LALIGA,28,2018-03-10,A,REAL MADRID,SD EIBAR,1:02,CF,33,0:01,RIGHT-FOOTED SHOT,LUKA MODRIC
CRISTIANO RONALDO,17/18,LALIGA,28,2018-03-10,A,REAL MADRID,SD EIBAR,1:02,CF,84,1:02,HEADER,DANIEL CARVAJAL
LIONEL MESSI,17/18,UEFA CHAMPIONS LEAGUE,LAST 16,2018-03-14,H,FC BARCELONA,CHELSEA FC,3:00,SS,63,3:00,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,17/18,UEFA CHAMPIONS LEAGUE,LAST 16,2018-03-14,H,FC BARCELONA,CHELSEA FC,3:00,SS,3,1:00,RIGHT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,17/18,LALIGA,29,2018-03-18,H,FC BARCELONA,ATHLETIC BILBAO,2:00,SS,30,2:00,LEFT-FOOTED SHOT,OUSMANE DEMBELE
CRISTIANO RONALDO,17/18,LALIGA,29,2018-03-18,H,REAL MADRID,GIRONA FC,6:03,CF,47,2:01,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,17/18,LALIGA,29,2018-03-18,H,REAL MADRID,GIRONA FC,6:03,CF,64,4:01,TAP-IN,OTHER
CRISTIANO RONALDO,17/18,LALIGA,29,2018-03-18,H,REAL MADRID,GIRONA FC,6:03,CF,90+1,6:03,RIGHT-FOOTED SHOT,TONI KROOS
CRISTIANO RONALDO,17/18,LALIGA,29,2018-03-18,H,REAL MADRID,GIRONA FC,6:03,CF,11,1:00,LEFT-FOOTED SHOT,TONI KROOS
LIONEL MESSI,17/18,LALIGA,30,2018-03-31,A,FC BARCELONA,SEVILLA FC,2:02,RW,89,2:02,LEFT-FOOTED SHOT,PHILIPPE COUTINHO
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2018-04-03,A,REAL MADRID,JUVENTUS FC,0:03,CF,3,0:01,RIGHT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2018-04-03,A,REAL MADRID,JUVENTUS FC,0:03,CF,64,0:02,RIGHT-FOOTED SHOT,DANIEL CARVAJAL
LIONEL MESSI,17/18,LALIGA,31,2018-04-07,H,FC BARCELONA,CD LEGANES,3:01,SS,27,1:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,17/18,LALIGA,31,2018-04-07,H,FC BARCELONA,CD LEGANES,3:01,SS,32,2:00,LEFT-FOOTED SHOT,PHILIPPE COUTINHO
LIONEL MESSI,17/18,LALIGA,31,2018-04-07,H,FC BARCELONA,CD LEGANES,3:01,SS,87,3:01,LEFT-FOOTED SHOT,OUSMANE DEMBELE
CRISTIANO RONALDO,17/18,LALIGA,31,2018-04-08,H,REAL MADRID,ATLETICO DE MADRID,1:01,CF,53,1:00,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2018-04-11,H,REAL MADRID,JUVENTUS FC,1:03,CF,90+7,1:03,PENALTY,OTHER
CRISTIANO RONALDO,17/18,LALIGA,33,2018-04-18,H,REAL MADRID,ATHLETIC BILBAO,1:01,CF,87,1:01,RIGHT-FOOTED SHOT,LUKA MODRIC
LIONEL MESSI,17/18,COPA DEL REY,FINAL,2018-04-21,A,FC BARCELONA,SEVILLA FC,0:05,SS,31,0:02,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,17/18,LALIGA,35,2018-04-29,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,2:04,CF,82,2:03,RIGHT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,17/18,LALIGA,35,2018-04-29,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,2:04,CF,85,2:04,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,17/18,LALIGA,35,2018-04-29,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,2:04,CF,38,0:02,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,17/18,LALIGA,36,2018-05-06,A,REAL MADRID,FC BARCELONA,2:02,LW,14,1:01,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,17/18,LALIGA,36,2018-05-06,H,FC BARCELONA,REAL MADRID,2:02,SS,52,2:01,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,17/18,LALIGA,34,2018-05-09,H,FC BARCELONA,VILLARREAL CF,5:01,CF,45,3:00,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,17/18,LALIGA,38,2018-05-19,A,REAL MADRID,VILLARREAL CF,2:02,CF,32,0:02,HEADER,MARCELO
LIONEL MESSI,18/19,LALIGA,1,2018-08-18,H,FC BARCELONA,DEPORTIVO ALAVES,3:00,RW,64,1:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,18/19,LALIGA,1,2018-08-18,H,FC BARCELONA,DEPORTIVO ALAVES,3:00,RW,90+2,3:00,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,18/19,LALIGA,3,2018-09-02,H,FC BARCELONA,SD HUESCA,8:02,RW,16,1:01,RIGHT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,18/19,LALIGA,3,2018-09-02,H,FC BARCELONA,SD HUESCA,8:02,RW,61,6:02,LEFT-FOOTED SHOT,PHILIPPE COUTINHO
CRISTIANO RONALDO,18/19,SERIE A,4,2018-09-16,H,JUVENTUS FC,US SASSUOLO,2:01,CF,50,1:00,TAP-IN,OTHER
CRISTIANO RONALDO,18/19,SERIE A,4,2018-09-16,H,JUVENTUS FC,US SASSUOLO,2:01,CF,65,2:00,LEFT-FOOTED SHOT,EMRE CAN
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2018-09-18,H,FC BARCELONA,PSV EINDHOVEN,4:00,RW,31,1:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2018-09-18,H,FC BARCELONA,PSV EINDHOVEN,4:00,RW,77,3:00,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2018-09-18,H,FC BARCELONA,PSV EINDHOVEN,4:00,RW,87,4:00,RIGHT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,18/19,SERIE A,5,2018-09-23,A,JUVENTUS FC,FROSINONE CALCIO,0:02,LW,81,0:01,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,18/19,LALIGA,5,2018-09-23,H,FC BARCELONA,GIRONA FC,2:02,RW,19,1:00,LEFT-FOOTED SHOT,ARTURO VIDAL
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2018-10-03,A,FC BARCELONA,TOTTENHAM HOTSPUR,2:04,RW,56,1:03,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2018-10-03,A,FC BARCELONA,TOTTENHAM HOTSPUR,2:04,RW,90,2:04,LEFT-FOOTED SHOT,JORDI ALBA
CRISTIANO RONALDO,18/19,SERIE A,8,2018-10-06,A,JUVENTUS FC,UDINESE CALCIO,0:02,LW,37,0:02,LEFT-FOOTED SHOT,MARIO MANDZUKIC
LIONEL MESSI,18/19,LALIGA,8,2018-10-07,A,FC BARCELONA,VALENCIA CF,1:01,RW,23,1:01,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,18/19,SERIE A,9,2018-10-20,H,JUVENTUS FC,GENOA CFC,1:01,LW,18,1:00,TAP-IN,OTHER
LIONEL MESSI,18/19,LALIGA,9,2018-10-20,H,FC BARCELONA,SEVILLA FC,4:02,RW,12,2:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,18/19,SERIE A,10,2018-10-27,A,JUVENTUS FC,EMPOLI FC,1:02,CF,54,1:01,PENALTY,OTHER
CRISTIANO RONALDO,18/19,SERIE A,10,2018-10-27,A,JUVENTUS FC,EMPOLI FC,1:02,CF,70,1:02,RIGHT-FOOTED SHOT,BLAISE MATUIDI
CRISTIANO RONALDO,18/19,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2018-11-07,H,JUVENTUS FC,MANCHESTER UNITED,1:02,CF,65,1:00,RIGHT-FOOTED SHOT,LEONARDO BONUCCI
CRISTIANO RONALDO,18/19,SERIE A,12,2018-11-11,A,JUVENTUS FC,AC MILAN,0:02,LW,81,0:02,TAP-IN,OTHER
LIONEL MESSI,18/19,LALIGA,12,2018-11-11,H,FC BARCELONA,REAL BETIS BALOMPIE,3:04,SS,90+4,3:04,LEFT-FOOTED SHOT,ARTURO VIDAL
LIONEL MESSI,18/19,LALIGA,12,2018-11-11,H,FC BARCELONA,REAL BETIS BALOMPIE,3:04,SS,68,1:02,PENALTY,OTHER
CRISTIANO RONALDO,18/19,SERIE A,13,2018-11-24,H,JUVENTUS FC,SPAL,2:00,CF,29,1:00,LEFT-FOOTED SHOT,MIRALEM PJANIC
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2018-11-28,A,FC BARCELONA,PSV EINDHOVEN,1:02,CF,61,0:01,LEFT-FOOTED SHOT,OUSMANE DEMBELE
CRISTIANO RONALDO,18/19,SERIE A,14,2018-12-01,A,JUVENTUS FC,ACF FIORENTINA,0:03,LW,79,0:03,PENALTY,OTHER
LIONEL MESSI,18/19,LALIGA,15,2018-12-08,A,FC BARCELONA,RCD ESPANYOL BARCELONA,0:04,RW,65,0:04,DIRECT FREE KICK,OTHER
LIONEL MESSI,18/19,LALIGA,15,2018-12-08,A,FC BARCELONA,RCD ESPANYOL BARCELONA,0:04,RW,17,0:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,18/19,SERIE A,16,2018-12-15,A,JUVENTUS FC,TORINO FC,0:01,LW,70,0:01,PENALTY,OTHER
LIONEL MESSI,18/19,LALIGA,16,2018-12-16,A,FC BARCELONA,LEVANTE UD,0:05,SS,43,0:02,RIGHT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,18/19,LALIGA,16,2018-12-16,A,FC BARCELONA,LEVANTE UD,0:05,SS,47,0:03,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,18/19,LALIGA,16,2018-12-16,A,FC BARCELONA,LEVANTE UD,0:05,SS,60,0:04,LEFT-FOOTED SHOT,ARTURO VIDAL
LIONEL MESSI,18/19,LALIGA,17,2018-12-22,H,FC BARCELONA,CELTA DE VIGO,2:00,RW,45,2:00,LEFT-FOOTED SHOT,JORDI ALBA
CRISTIANO RONALDO,18/19,SERIE A,18,2018-12-26,A,JUVENTUS FC,ATALANTA BC,2:02,CF,78,2:02,HEADER,GIORGIO CHIELLINI
CRISTIANO RONALDO,18/19,SERIE A,19,2018-12-29,H,JUVENTUS FC,UC SAMPDORIA,2:01,LW,65,2:01,PENALTY,OTHER
CRISTIANO RONALDO,18/19,SERIE A,19,2018-12-29,H,JUVENTUS FC,UC SAMPDORIA,2:01,LW,2,1:00,RIGHT-FOOTED SHOT,PAULO DYBALA
LIONEL MESSI,18/19,LALIGA,18,2019-01-06,A,FC BARCELONA,GETAFE CF,1:02,RW,20,0:01,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,18/19,LALIGA,19,2019-01-13,H,FC BARCELONA,SD EIBAR,3:00,RW,53,2:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,18/19,SUPERCOPPA ITALIANA,FINAL,2019-01-16,H,JUVENTUS FC,AC MILAN,1:00,LW,61,1:00,HEADER,MIRALEM PJANIC
LIONEL MESSI,18/19,COPA DEL REY,LAST 16,2019-01-17,H,FC BARCELONA,LEVANTE UD,3:00,CF,54,3:00,LEFT-FOOTED SHOT,NELSON SEMEDO
LIONEL MESSI,18/19,LALIGA,20,2019-01-20,H,FC BARCELONA,CD LEGANES,3:01,SS,90+2,3:01,RIGHT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,18/19,LALIGA,21,2019-01-27,A,FC BARCELONA,GIRONA FC,0:02,RW,69,0:02,LEFT-FOOTED SHOT,JORDI ALBA
CRISTIANO RONALDO,18/19,SERIE A,21,2019-01-27,A,JUVENTUS FC,SS LAZIO,1:02,LW,88,1:02,PENALTY,OTHER
LIONEL MESSI,18/19,COPA DEL REY,QUARTER-FINALS,2019-01-30,H,FC BARCELONA,SEVILLA FC,6:01,RW,90+2,6:01,LEFT-FOOTED SHOT,JORDI ALBA
CRISTIANO RONALDO,18/19,SERIE A,22,2019-02-02,H,JUVENTUS FC,PARMA CALCIO 1913,3:03,LW,36,1:00,RIGHT-FOOTED SHOT,BLAISE MATUIDI
LIONEL MESSI,18/19,LALIGA,22,2019-02-02,H,FC BARCELONA,VALENCIA CF,2:02,RW,39,1:02,PENALTY,OTHER
LIONEL MESSI,18/19,LALIGA,22,2019-02-02,H,FC BARCELONA,VALENCIA CF,2:02,RW,64,2:02,LEFT-FOOTED SHOT,ARTURO VIDAL
CRISTIANO RONALDO,18/19,SERIE A,22,2019-02-02,H,JUVENTUS FC,PARMA CALCIO 1913,3:03,LW,66,3:01,HEADER,MARIO MANDZUKIC
CRISTIANO RONALDO,18/19,SERIE A,23,2019-02-10,A,JUVENTUS FC,US SASSUOLO,0:03,LW,70,0:02,HEADER,MIRALEM PJANIC
CRISTIANO RONALDO,18/19,SERIE A,24,2019-02-15,H,JUVENTUS FC,FROSINONE CALCIO,3:00,LW,63,3:00,RIGHT-FOOTED SHOT,MARIO MANDZUKIC
LIONEL MESSI,18/19,LALIGA,24,2019-02-16,H,FC BARCELONA,REAL VALLADOLID CF,1:00,RW,43,1:00,PENALTY,OTHER
LIONEL MESSI,18/19,LALIGA,25,2019-02-23,A,FC BARCELONA,SEVILLA FC,2:04,RW,26,1:01,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,18/19,LALIGA,25,2019-02-23,A,FC BARCELONA,SEVILLA FC,2:04,RW,85,2:03,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,18/19,LALIGA,25,2019-02-23,A,FC BARCELONA,SEVILLA FC,2:04,RW,67,2:02,RIGHT-FOOTED SHOT,OUSMANE DEMBELE
LIONEL MESSI,18/19,LALIGA,27,2019-03-09,H,FC BARCELONA,RAYO VALLECANO,3:01,RW,51,2:01,PENALTY,OTHER
CRISTIANO RONALDO,18/19,UEFA CHAMPIONS LEAGUE,LAST 16,2019-03-12,H,JUVENTUS FC,ATLETICO DE MADRID,3:00,CF,27,1:00,HEADER,FEDERICO BERNARDESCHI
CRISTIANO RONALDO,18/19,UEFA CHAMPIONS LEAGUE,LAST 16,2019-03-12,H,JUVENTUS FC,ATLETICO DE MADRID,3:00,CF,49,2:00,HEADER,JỌO CANCELO
CRISTIANO RONALDO,18/19,UEFA CHAMPIONS LEAGUE,LAST 16,2019-03-12,H,JUVENTUS FC,ATLETICO DE MADRID,3:00,CF,86,3:00,PENALTY,OTHER
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,LAST 16,2019-03-13,H,FC BARCELONA,OLYMPIQUE LYON,5:01,RW,18,1:00,PENALTY,OTHER
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,LAST 16,2019-03-13,H,FC BARCELONA,OLYMPIQUE LYON,5:01,RW,78,3:01,RIGHT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,18/19,LALIGA,28,2019-03-17,A,FC BARCELONA,REAL BETIS BALOMPIE,1:04,SS,85,1:04,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,18/19,LALIGA,28,2019-03-17,A,FC BARCELONA,REAL BETIS BALOMPIE,1:04,SS,45+2,0:02,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,18/19,LALIGA,28,2019-03-17,A,FC BARCELONA,REAL BETIS BALOMPIE,1:04,SS,18,0:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,18/19,LALIGA,29,2019-03-30,H,FC BARCELONA,RCD ESPANYOL BARCELONA,2:00,RW,89,2:00,LEFT-FOOTED SHOT,MALCOM
LIONEL MESSI,18/19,LALIGA,29,2019-03-30,H,FC BARCELONA,RCD ESPANYOL BARCELONA,2:00,RW,71,1:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,18/19,LALIGA,30,2019-04-02,A,FC BARCELONA,VILLARREAL CF,4:04,RW,90,4:03,DIRECT FREE KICK,OTHER
LIONEL MESSI,18/19,LALIGA,31,2019-04-06,H,FC BARCELONA,ATLETICO DE MADRID,2:00,SS,87,2:00,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,18/19,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2019-04-10,A,JUVENTUS FC,AJAX AMSTERDAM,1:01,LW,45,0:01,HEADER,JỌO CANCELO
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2019-04-16,H,FC BARCELONA,MANCHESTER UNITED,3:00,RW,20,2:00,RIGHT-FOOTED SHOT,OTHER
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2019-04-16,H,FC BARCELONA,MANCHESTER UNITED,3:00,RW,16,1:00,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,18/19,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2019-04-16,H,JUVENTUS FC,AJAX AMSTERDAM,1:02,LW,28,1:00,HEADER,MIRALEM PJANIC
CRISTIANO RONALDO,18/19,SERIE A,34,2019-04-27,A,JUVENTUS FC,INTER MILAN,1:01,CF,62,1:01,LEFT-FOOTED SHOT,MIRALEM PJANIC
LIONEL MESSI,18/19,LALIGA,35,2019-04-27,H,FC BARCELONA,LEVANTE UD,1:00,RW,62,1:00,LEFT-FOOTED SHOT,ARTURO VIDAL
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2019-05-01,H,FC BARCELONA,LIVERPOOL FC,3:00,RW,82,3:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,18/19,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2019-05-01,H,FC BARCELONA,LIVERPOOL FC,3:00,RW,75,2:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,18/19,SERIE A,35,2019-05-03,H,JUVENTUS FC,TORINO FC,1:01,CF,84,1:01,HEADER,LEONARDO SPINAZZOLA
LIONEL MESSI,18/19,LALIGA,38,2019-05-19,A,FC BARCELONA,SD EIBAR,2:02,CF,31,1:01,LEFT-FOOTED SHOT,ARTURO VIDAL
LIONEL MESSI,18/19,LALIGA,38,2019-05-19,A,FC BARCELONA,SD EIBAR,2:02,CF,32,1:02,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,18/19,COPA DEL REY,FINAL,2019-05-25,H,FC BARCELONA,VALENCIA CF,1:02,CF,73,1:02,LEFT-FOOTED SHOT,CLEMENT LENGLET
CRISTIANO RONALDO,19/20,SERIE A,2,2019-08-31,H,JUVENTUS FC,SSC NAPOLI,4:03,LW,62,3:00,LEFT-FOOTED SHOT,DOUGLAS COSTA
CRISTIANO RONALDO,19/20,SERIE A,4,2019-09-21,H,JUVENTUS FC,HELLAS VERONA,2:01,LW,49,2:01,PENALTY,OTHER
CRISTIANO RONALDO,19/20,SERIE A,6,2019-09-28,H,JUVENTUS FC,SPAL,2:00,CF,78,2:00,HEADER,PAULO DYBALA
CRISTIANO RONALDO,19/20,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2019-10-01,H,JUVENTUS FC,BAYER 04 LEVERKUSEN,3:00,CF,89,3:00,RIGHT-FOOTED SHOT,PAULO DYBALA
LIONEL MESSI,19/20,LALIGA,8,2019-10-06,H,FC BARCELONA,SEVILLA FC,4:00,RW,78,4:00,DIRECT FREE KICK,OTHER
